
"Legs · Day 5 · Week 43 · Upper/Lower PPL","2026-03-28 1:00 pm","1:37 hr"
"1. Deadlifts · Barbell · 8 reps"
#,KG,REPS
2,40,10
3,40,10
"3. ISO Lateral Bench Press · Machine · 10 reps"
#,KG,REPS
1,20,10
2,20,10
3,20,10
"4. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,20,10
2,20,10
3,20,8

"Legs · Day 5 · Week 35 · Upper/Lower PPL","2025-05-26 9:56 pm","1:05 hr"
"1. Leg Press · Machine · 8 reps"
#,KG,REPS
1,50,12
2,50,12
3,50,12
"2. Leg Extensions · Machine · 12 reps"
#,KG,REPS
1,40,8
2,40,8
3,40,8
"3. Rowing Machine · Machine"
#,KM,MINS
1,7,31:30

"Upper · Day 1 · Week 35 · Upper/Lower PPL","2025-05-24 8:15 pm","2:09 hr"
"1. Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,65,6
2,65,5
3,65,5
"2. ISO lateral low row · Machine · 10 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,12
"3. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,10
2,30,10
3,30,8
"4. Face Pulls with Rope · Cable · 8 reps"
#,KG,REPS
1,21.25,15
2,21.25,15
3,21.25,12
"5. Triceps Pushdowns · Cable · 15 reps"
#,KG,REPS
1,17.5,15
2,17.5,15
3,17.5,10
"6. Curls · Dumbbells · 15 reps"
#,KG,REPS
1,32,8
2,32,8
3,28,8
"7. Rowing Machine · Machine"
#,KM,MINS
1,2.8,15
2,2.8,15
3,2.8,15
4,2.8,15

"Pull · Day 4 · Week 34 · Upper/Lower PPL","2025-05-16 3:10 pm","44 min"
"1. Assisted Pull-Ups with Wide Grip · Machine · 8 reps"
#,KG,REPS
1,-15.63,7
2,-15.63,6
3,-15.63,5
"2. Assisted Chest Dips · Machine · 10 reps"
#,KG,REPS
1,-15.63,10
2,-15.63,10
3,-21.88,8
"3. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,15,15
2,15,15
3,15,15
"4. Rows with Wide Grip · Cable · 10 reps"
#,KG,REPS
1,25,12
2,25,12
3,25,12
"5. Face Pulls with Rope · Cable · 10 reps"
#,KG,REPS
1,17.5,15
2,17.5,15
3,17.5,15
"6. Curls · Dumbbells · 12 reps · 1 dropset"
#,KG,REPS
1,28,10
2,28,10
3,28,8

"Push · Day 3 · Week 34 · Upper/Lower PPL","2025-05-14 11:55 pm","1:04 hr"
"1. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,50,12
2,50,11
3,50,9
"2. ISO Lateral Bench Press · Machine · 8 reps"
#,KG,REPS
1,50,8
2,50,8
3,50,8
"3. Curls · Dumbbells · 10 reps"
#,KG,REPS
1,28,10
2,28,10
3,28,10
"4. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,20,12
2,20,12
3,20,8
"5. Rowing Machine · Machine"
#,KM,MINS
1,5.8,30

"Lower · Day 2 · Week 34 · Upper/Lower PPL","2025-05-13 11:10 pm","30 min"
"1. Leg Extensions · Machine · 10 reps"
#,KG,REPS
1,30,12
2,30,12
3,30,12
"2. Rowing Machine · Machine"
#,KM,MINS
1,2,8:10
2,2,8:42

"Upper · Day 1 · Week 34 · Upper/Lower PPL","2025-05-12 3:19 pm","49 min"
"1. Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,60,10
2,60,8
3,60,7
"2. Rows with Wide Grip · Cable · 10 reps"
#,KG,REPS
1,25,12
2,25,12
3,25,12
"3. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,32.5,8
2,32.5,8
3,32.5,7
"4. Bench Dips · Bodyweight · 15 reps","Using as seated dip instead of bench"
#,KG,REPS
1,+40,15
2,+40,15
3,+40,15
"5. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,15,15
2,15,12
3,15,12

"Lower · Day 2 · Week 33 · Upper/Lower PPL","2025-05-11 8:48 pm","52 min"
"1. Deadlifts · Barbell · 8 reps"
#,KG,REPS
1,90,8
2,90,8
3,90,6
"2. Rowing Machine · Machine"
#,KM,MINS
1,6,26

"Upper · Day 1 · Week 33 · Upper/Lower PPL","2025-05-07 2:50 pm","45 min"
"1. Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,60,7
2,60,8
3,60,9
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,30,10
2,30,10
3,30,10
"3. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,8
2,30,9
3,30,8
"4. Skull Crushers · Barbell · 15 reps"
#,KG,REPS
1,20,15
2,20,15
3,20,12
"5. Curls · Barbell · 15 reps"
#,KG,REPS
1,20,15
2,20,15
3,20,15

"Pull · Day 4 · Week 33 · Upper/Lower PPL","2025-05-04 8:12 pm","57 min"
"1. Seal Rows · Barbell · 10 reps"
#,KG,REPS
1,60,7
2,60,7
3,60,7
"2. ISO lateral front lat pulldown · Machine · 10 reps"
#,KG,REPS
1,50,10
2,50,8
3,50,7
"3. Face Pulls with Rope · Cable · 10 reps"
#,KG,REPS
1,15,15
2,17.5,15
3,17.5,15
"4. Curls · Dumbbells · 12 reps · 1 dropset"
#,KG,REPS
1,24,15
2,24,10
3,24,10
"5. Rowing Machine · Machine"
#,KM,MINS
1,0.5,2
2,0.5,2
3,0.5,2

"Push · Day 3 · Week 33 · Upper/Lower PPL","2025-05-03 9:06 pm","1:30 hr"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,60,7
2,60,7
3,60,7
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,10
2,30,10
3,30,10
"3. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,10,9
2,10,8
3,10,7
"4. ISO Lateral Bench Press · Machine · 10 reps"
#,KG,REPS
1,50,6
2,50,6
3,50,5
"5. Skull Crushers · Barbell · 10 reps"
#,KG,REPS
1,20,15
2,20,15
3,20,12
"6. Rowing Machine · Machine"
#,KM,MINS
1,0.5,2
2,0.5,2
3,0.5,2
4,0.5,2
5,0.5,2
6,0.5,2

"Legs · Day 5 · Week 32 · Upper/Lower PPL","2025-05-01 3:01 pm","1 hr"
"1. Leg Press · Machine · 8 reps"
#,KG,REPS
1,50,12
2,50,12
3,50,12
"2. Leg Extensions · Machine · 12 reps"
#,KG,REPS
1,30,10
2,30,10
3,30,10
"3. Seated Calf Raises · Machine · 10 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,12
"4. Rowing Machine · Machine"
#,KM,MINS
1,5,22:30

"Pull · Day 4 · Week 32 · Upper/Lower PPL","2025-04-30 3:30 pm","39 min"
"1. Seal Rows · Barbell · 10 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,12
"2. Assisted Pull-Ups with Wide Grip · Machine · 8 reps"
#,KG,REPS
1,-21.88,6
2,-21.88,6
3,-21.88,5
"3. ISO lateral front lat pulldown · Machine · 10 reps"
#,KG,REPS
1,45,12
2,45,8
3,45,7
"4. Face Pulls with Rope · Cable · 10 reps"
#,KG,REPS
1,12.5,15
2,12.5,15
3,12.5,15
"5. Curls · Barbell · 12 reps · 1 dropset"
#,KG,REPS
1,24,12
2,24,12
3,24,7

"Push · Standalone workout","2025-04-29 2:57 pm","47 min"
"1. Incline Bench Press · Barbell · 8 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,10
"2. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,40,8
2,40,10
3,40,10
"3. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,10,10
2,10,10
3,10,9
"4. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,15,15
2,15,15
3,15,12
"5. Rowing Machine · Machine"
#,KM,MINS
1,1,5

"Lower · Day 2 · Week 32 · Upper/Lower PPL","2025-04-27 8:29 pm","41 min"
"1. Deadlifts · Barbell · 8 reps"
#,KG,REPS
1,80,10
2,80,10
3,80,10
"2. Seated Calf Raises · Machine · 10 reps"
#,KG,REPS
1,50,10
2,50,8
3,50,9
"3. Leg Extensions · Machine · 10 reps"
#,KG,REPS
1,40,10
2,40,10
3,40,10

"Upper · Day 1 · Week 32 · Upper/Lower PPL","2025-04-26 8:45 pm","2:12 hr"
"1. Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,55,10
2,55,10
3,55,6
"2. Rows with Close Grip · Cable · 8 reps"
#,KG,REPS
1,30,10
2,30,10
3,30,10
"3. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,8
2,30,7
3,30,8
"4. ISO lateral front lat pulldown · Machine · 10 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,10
"5. Triceps Pushdowns · Cable · 15 reps"
#,KG,REPS
1,10,20
2,12.5,15
3,12.5,13
"6. Curls · Dumbbells · 15 reps"
#,KG,REPS
1,24,15
2,24,10
3,24,7
"7. Rowing Machine · Machine"
#,KM,MINS
1,2.6,15
2,2.6,15
3,2.6,15

"Push · Day 3 · Week 32 · Upper/Lower PPL","2025-04-23 12:36 am","1:04 hr"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,50,12
2,50,12
3,50,10
"2. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,20,12
2,20,12
3,20,12
"3. ISO Lateral Bench Press · Machine · 10 reps"
#,KG,REPS
1,20,10
2,20,10
3,20,10
"4. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,8,12
2,8,12
3,8,12
"5. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,10,15
2,12.5,15
3,12.5,15

"Pull · Day 4 · Week 31 · Upper/Lower PPL","2025-04-14 9:21 pm","16 min"
"1. ISO Lateral Low Row · Machine · 8 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,12
4,40,12
"2. Shoulder Press · Machine · 10 reps"
#,KG,REPS
1,20,10
2,20,10
3,20,10

"Lower · Day 2 · Week 31 · Upper/Lower PPL","2025-03-24 4:06 pm","37 min"
"1. Deadlifts · Barbell · 8 reps"
#,KG,REPS
1,70,10
2,70,10
3,70,10
"2. Leg Press · Machine · 10 reps"
#,KG,REPS
1,60,10
2,60,10
3,60,10
"3. Seated Calf Raises · Machine · 10 reps"
#,KG,REPS
1,50,10
2,50,10
3,50,15
"4. Leg Extensions · Machine · 10 reps"
#,KG,REPS
1,55,10
2,55,12
3,55,12

"Push · Standalone workout","2025-03-23 5:00 pm","1:01 hr"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,60,8
2,60,7
3,60,6
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,10
2,30,8
3,30,8
"3. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,10,10
2,10,9
3,10,8
"4. Skull Crushers · Barbell · 10 reps"
#,KG,REPS
1,24,12
2,24,10
3,24,10

"Push · Day 3 · Week 31 · Upper/Lower PPL","2025-03-05 4:09 pm","41 min"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,60,8
2,60,7
3,60,7
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,10
2,30,10
3,30,8
"3. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,10,8
2,10,8
3,8,8
"4. Skull Crushers · Barbell · 10 reps"
#,KG,REPS
1,24,12
2,24,10
3,24,10

"Upper · Day 1 · Week 31 · Upper/Lower PPL","2025-03-01 2:21 pm","59 min"
"1. ISO Lateral Bench Press · Machine · 8 reps · 2 dropsets"
#,KG,REPS
1,40,10
2,40,12
3,40,12
4,40,10
"2. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,40,10
2,40,10
3,40,10
"3. ISO lateral front lat pulldown · Machine · 10 reps"
#,KG,REPS
1,50,10
2,50,10
3,50,10
"4. Bent-Over Rows · Barbell · 8 reps"
#,KG,REPS
1,40,10
2,40,10
3,40,10
"5. Skull Crushers · Barbell · 15 reps"
#,KG,REPS
1,24,10
2,24,10
3,24,10
"6. Curls · Barbell · 15 reps"
#,KG,REPS
1,24,12
2,24,12
3,24,12

"Upper · Standalone workout","2025-02-15 4:12 pm","1:47 hr"
"1. Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,60,9
2,60,8
3,60,8
"2. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,50,8
2,50,8
3,50,6
"3. ISO lateral front lat pulldown · Machine · 10 reps"
#,KG,REPS
1,50,10
2,50,10
3,50,7
"4. Curls · Barbell · 8 reps"
#,KG,REPS
1,24,12
2,24,12
3,24,8
"5. Overhead Triceps Extensions · EZ bar · 10 reps"
#,KG,REPS
1,22,15
2,22,12
3,20,10

"Push · Standalone workout","2025-02-12 4:05 pm","34 min"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,50,12
2,55,10
3,55,10
"2. Reverse Butterfly with Wide Grip · Machine · 10 reps"
#,KG,REPS
1,33,10
2,33,10
3,33,10
"3. Butterfly with Wide Grip · Machine · 10 reps"
#,KG,REPS
1,47,10
2,47,10
3,47,8
"4. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,12

"Upper · Standalone workout","2025-02-04 4:51 pm","27 min"
"1. Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,55,10
2,55,10
3,55,10
"2. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,12

"Push · Standalone workout","2025-01-20 4:19 pm","35 min"
"1. Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,44,12
2,44,12
3,44,11
"2. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,8,12
2,8,12
3,8,12
"3. Overhead Triceps Extensions · Dumbbells · 10 reps"
#,KG,REPS
1,10,12
2,10,12
3,10,9
"4. Butterfly with Wide Grip · Machine · 10 reps"
#,KG,REPS
1,40,12
2,47,12
3,47,8

"Pull · Day 4 · Week 30 · Upper/Lower PPL","2025-01-17 4:38 pm","44 min"
"1. ISO lateral front pull down · Machine · 10 reps"
#,KG,REPS
1,50,10
2,50,9
3,50,7
"2. ISO lateral shoulder press · Machine · 8 reps"
#,KG,REPS
1,50,10
2,50,8
3,50,6
"3. Assisted Chest Dips · Machine · 10 reps"
#,KG,REPS
1,-21.88,10
2,-21.88,10
3,-21.88,10
"4. Assisted Pull-Ups with Wide Grip · Machine · 10 reps"
#,KG,REPS
1,-21.88,10
2,-21.88,6
3,-16.3,6
"5. Curls · Dumbbells · 12 reps · 1 dropset"
#,KG,REPS
1,28,10
2,28,7
3,28,6

"Upper · Day 1 · Week 30 · Upper/Lower PPL","2025-01-15 4:05 pm","1:02 hr"
"1. Incline Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,45,10
2,45,10
3,45,9
"2. ISO Lateral Row · Machine · 10 reps"
#,KG,REPS
1,50,12
2,50,12
3,50,11
"3. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,20,15
2,20,12
3,20,12
"4. Bent-Over Rows · Barbell · 8 reps"
#,KG,REPS
1,40,10
2,40,12
3,40,12

"Push · Day 3 · Week 30 · Upper/Lower PPL","2025-01-13 4:17 pm","33 min"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,60,8
2,60,8
3,60,7
"2. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,8,12
2,8,12
3,8,10
"3. Butterfly with Wide Grip · Machine · 10 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,10
"4. Overhead Triceps Extensions · Dumbbells · 10 reps"
#,KG,REPS
1,10,12
2,10,10
3,10,8

"Pull · Day 4 · Week 29 · Upper/Lower PPL","2025-01-11 10:32 pm","20 min"
"1. ISO lateral high row · Machine · 10 reps"
#,KG,REPS
1,60,10
2,60,10
3,60,8
"2. Lat Pulldowns with Wide Overhand Grip · Cable · 10 reps"
#,KG,REPS
1,42.5,10
2,42.5,10
3,42.5,10
"3. Reverse Butterfly with Wide Grip · Machine · 12 reps · 1 dropset"
#,KG,REPS
1,26,12
2,26,12
3,26,10

"Lower · Day 2 · Week 29 · Upper/Lower PPL","2025-01-11 10:20 pm","12 min"
"1. Deadlifts · Barbell · 8 reps"
#,KG,REPS
1,70,8
2,70,8
3,70,8

"Push · Day 3 · Week 29 · Upper/Lower PPL","2025-01-08 5:11 pm","38 min"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,60,8
2,60,7
3,60,5
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,8
2,30,7
3,30,7
"3. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,10,8
2,8,10
3,8,10
"4. Skull Crushers · Barbell · 10 reps"
#,KG,REPS
1,20,15
2,20,15
3,20,8

"Upper · Standalone workout","2025-01-02 4:28 pm","42 min"
"1. Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,55,9
2,55,9
3,55,9
"2. Rows with Close Grip · Cable · 8 reps"
#,KG,REPS
1,50,12
2,50,12
3,50,12
"3. Skull Crushers · Barbell · 15 reps"
#,KG,REPS
1,20,15
2,20,14
3,20,12
"4. Curls · Barbell · 15 reps"
#,KG,REPS
1,20,15
2,20,12
3,20,10

"Upper · Day 1 · Week 29 · Upper/Lower PPL","2024-12-17 3:54 pm","44 min"
"1. Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,60,7
2,60,7
3,60,6
"2. Seal Rows · Barbell · 8 reps"
#,KG,REPS
1,50,12
2,50,9
3,40,12
"3. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,20,12
2,20,12
3,20,12
"4. Skull Crushers · Barbell · 15 reps"
#,KG,REPS
1,20,15
2,20,12
3,20,10
"5. Curls · Dumbbells · 15 reps"
#,KG,REPS
1,28,10
2,28,7
3,28,7

"Upper · Standalone workout","2024-11-27 6:22 am","26 min"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,60,8
2,60,8
3,60,8
"2. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,8
2,30,8
3,30,8
"3. Bent-Over Rows · Barbell · 8 reps"
#,KG,REPS
1,40,12
2,40,14
3,40,12
"4. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,6,12
2,6,12
3,6,12
"5. Overhead Triceps Extensions · Barbell · 15 reps"
#,KG,REPS
1,16,10
2,16,12
3,16,12
"6. Curls · Dumbbells · 15 reps"
#,KG,REPS
1,28,8
2,28,8
3,28,8

"Upper · Standalone workout","2024-11-20 4:08 pm","1:09 hr"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,65,6
2,65,5
3,65,5
"2. Rows with Close Grip · Cable · 10 reps"
#,KG,REPS
1,60,10
2,60,10
3,60,10
"3. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,10
2,30,10
3,30,10
"4. Bent-Over Rows · Barbell · 8 reps"
#,KG,REPS
1,40,13
2,40,13
3,40,13
"5. Triceps Pushdowns · Cable · 15 reps"
#,KG,REPS
1,10,15
2,12.5,12
3,10,10
"6. Preacher Curls · Barbell · 15 reps"
#,KG,REPS
1,22,12
2,22,10
3,22,10

"Pull · Day 4 · Week 28 · Upper/Lower PPL","2024-11-16 3:49 pm","49 min"
"1. Seal Rows · Barbell · 10 reps"
#,KG,REPS
1,55,12
2,55,11
3,55,9
"2. ISO lateral high row · Machine · 8 reps"
#,KG,REPS
1,70,8
2,70,8
3,70,8
"3. Preacher Curls · EZ bar · 10 reps"
#,KG,REPS
1,22.5,12
2,22.5,12
3,22.5,10
"4. Bent-Over Rows · Barbell · 10 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,12

"Push · Day 3 · Week 28 · Upper/Lower PPL","2024-11-13 4:25 pm","1:07 hr"
"1. Incline Bench Press · Barbell · 8 reps"
#,KG,REPS
1,55,7
2,55,7
3,55,7
"2. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,55,7
2,55,7
3,55,7
"3. Butterfly with Wide Grip · Machine · 10 reps"
#,KG,REPS
1,47,12
2,47,10
3,47,8
"4. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,10,10
2,10,10
3,10,10
"5. Overhead Triceps Extensions · Dumbbells · 10 reps"
#,KG,REPS
1,10,12
2,10,12
3,10,12

"Upper · Day 1 · Week 28 · Upper/Lower PPL","2024-11-11 4:46 pm","1:06 hr"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,65,8
2,65,8
3,65,7
"2. Bent-Over Rows · Barbell · 8 reps"
#,KG,REPS
1,55,10
2,55,10
3,55,10
"3. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,32.5,9
2,32.5,8
3,32.5,7
"4. ISO lateral high row · Machine · 10 reps"
#,KG,REPS
1,70,8
2,70,8
3,70,8
"5. Triceps Pushdowns · Cable · 15 reps"
#,KG,REPS
1,12.5,10
2,12.5,8
3,12.5,7
"6. Curls · Dumbbells · 15 reps"
#,KG,REPS
1,32,8
2,32,7
3,32,6

"Lower · Day 2 · Week 27 · Upper/Lower PPL","2024-11-10 9:51 pm","1:40 hr"
"1. Leg Curls on Leg Extension Machine · Machine · 10 reps"
#,KG,REPS
1,30,10
2,30,10
3,30,10
"2. Romanian Deadlift · Barbell · 8 reps"
#,KG,REPS
1,50,10
2,50,10
3,50,10
"3. Rowing Machine · Machine"
#,KM,MINS
1,8,34:30

"Upper · Day 1 · Week 27 · Upper/Lower PPL","2024-11-09 7:56 pm","39 min"
"1. Bench Press · Dumbbells · 8 reps"
#,KG,REPS
1,44,12
2,44,12
3,44,12
"2. One-Arm Rows · Dumbbells · 8 reps"
#,KG,REPS
1,18,10
2,18,12
3,18,12
"3. Seated Shoulder Press · Dumbbells · 10 reps"
#,KG,REPS
1,28,12
2,32,10
3,32,10
"4. Chest Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+0,5
2,+0,5

"Legs · Day 5 · Week 27 · Upper/Lower PPL","2024-11-08 10:10 pm","1:31 hr"
"1. Leg Press · Machine · 10 reps"
#,KG,REPS
1,60,10
2,60,10
3,60,10
"2. Leg Extensions · Machine · 12 reps"
#,KG,REPS
1,65,10
2,65,10
3,65,10
"3. Rowing Machine · Machine"
#,KM,MINS
1,1.5,6
2,1.5,6
3,1.5,6
4,1.5,6

"Pull · Day 4 · Week 27 · Upper/Lower PPL","2024-11-06 4:45 pm","59 min"
"1. Dips · Bodyweight · 10 reps"
#,KG,REPS
1,+0,5
2,+0,5
3,+0,5
"2. Seal Rows · Barbell · 10 reps"
#,KG,REPS
1,55,10
2,55,10
3,55,9
"3. ISO Lateral Row · Machine · 10 reps"
#,KG,REPS
1,60,10
2,60,10
3,60,9
"4. Reverse Butterfly with Wide Grip · Machine · 10 reps"
#,KG,REPS
1,26,10
2,26,10
3,26,10
"5. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#,KG,REPS
1,40,12
2,40,12
3,40,12

"Push · Day 3 · Week 27 · Upper/Lower PPL","2024-11-06 12:36 am","54 min"
"1. Incline Bench Press · Barbell · 8 reps · 1 dropset"
#,KG,REPS
1,50,11
2,50,10
3,50,8
"2. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,55,5
2,55,6
3,55,5
"3. Lateral Raises · Dumbbells · 10 reps"
#,KG,REPS
1,10,10
2,10,10
3,10,9
"4. Skull Crushers · Barbell · 10 reps"
#,KG,REPS
1,28,10
2,28,9
3,28,9
"5. Curls · Barbell · 10 reps"
#,KG,REPS
1,28,10
2,28,12

"Lower · Day 2 · Week 26 · Upper/Lower PPL","2024-11-03 10:31 pm","1:11 hr"
"1. Deadlifts · Barbell · 8 reps","Lh under<br>Rh <br>Lh "
#,KG,REPS
1,110,8
2,110,8
3,110,7
"2. Rowing Machine · Machine"
#,KM,MINS
1,1.5,6
2,1.5,6:30
3,1.5,5:50

"Push · Standalone workout","2024-11-02 1:56 pm","47 min"
"1. Bench Press · Barbell · 8 reps"
#,KG,REPS
1,65,7
2,65,6
3,65,6
"2. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,50,10
2,50,10
3,50,9
"3. Butterfly with Wide Grip · Machine · 10 reps"
#,KG,REPS
1,47,10
2,47,10
3,47,9
"4. Triceps Pushdowns · Cable · 10 reps"
#,KG,REPS
1,12.5,11
2,12.5,9
3,12.5,7

"Pull · Day 4 · Week 26 · Upper/Lower PPL","2024-11-01 4:28 pm","38 min"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 8 reps"
#,KG,REPS
1,+0,4
2,+0,4
3,+0,4
"2. Seal Rows · Barbell · 10 reps"
#,KG,REPS
1,55,8
2,55,9
3,55,8
"3. Lat Pulldowns with Wide Overhand Grip · Cable · 10 reps"
#,KG,REPS
1,45,12
2,45,12
3,45,12
"4. Curls · Dumbbells · 12 reps · 1 dropset"
#,KG,REPS
1,32,8
2,32,7
3,32,6

"Standalone workout · Standalone workout","2024-10-30 11:18 pm","1 hr"
"1. Rowing Machine · Machine"
#,KM,MINS
1,3.8,20
2,3.8,20
3,3.8,20

"Push · Day 3 · Week 26 · Upper/Lower PPL","2024-10-30 3:29 pm","44 min"
"1. Incline Bench Press · Barbell · 8 reps"
#,KG,REPS
1,55,7
2,55,6
3,55,6
"2. ISO lateral shoulder press · Machine · 10 reps"
#,KG,REPS
1,50,8
2,50,8
3,50,8
"3. ISO Lateral Bench Press · Machine · 10 reps"
#,KG,REPS
1,50,8
2,50,6
3,50,7
"4. Skull Crushers · Barbell · 10 reps"
#,KG,REPS
1,27,10
2,27,9
3,27,9

"Standalone workout · Standalone workout","2024-10-30 1:57 am","40 min"
"1. Rowing Machine · Machine"
#,KM,MINS
1,8,20

"Upper · Day 1 · Week 26 · Upper/Lower PPL","2024-10-27 5:11 pm","2:25 hr"
"1. Bench Press · Barbell · 8 reps · 2 dropsets"
#,KG,REPS
1,60,10
2,60,9
3,60,8
"2. Lat Pulldowns with Wide Overhand Grip · Machine · 10 reps"
#,KG,REPS
1,70,10
2,70,10
3,70,9
"3. Standing Shoulder Press · Barbell · 10 reps"
#,KG,REPS
1,30,9
2,30,9
3,30,9
"4. Chest-Supported Rows with Close Grip  · Machine · 8 reps"
#,KG,REPS
1,60,10
2,60,10
3,60,9
"5. Skull Crushers · Barbell · 15 reps"
#,KG,REPS
1,25,12
2,25,12
3,25,9
"6. Curls · Barbell · 15 reps"
#,KG,REPS
1,25,15
2,25,12
3,25,12

"Legs · Day 5 · Week 25 · Upper/Lower PPL","2024-10-26 4:16 pm","1:07 hr"
"1. Squats · Barbell · 8 reps"
#,KG,REPS
1,80,7
2,80,8
3,70,10
4,70,8
"2. Standing Calf Raises · Machine · 10 reps"
#,KG,REPS
1,150,12
2,150,11
3,150,12
"3. Leg Curls on Leg Extension Machine · Machine · 10 reps"
#,KG,REPS
1,25,10
2,25,10
3,25,10
"4. Rowing Machine · Machine"
#,KM,MINS
1,3.8,20

"Standalone workout · Standalone workout","2024-10-25 8:49 pm","1:03 hr"
"1. Rowing Machine · Machine"
#,KM,MINS
1,2,9
2,0.5,2
3,0.5,2
4,0.5,2
5,0.5,2
6,0.5,2
7,0.5,2
8,0.5,2

"Pull · Day 4 · Week 25 · Upper/Lower PPL","2024-10-25 3:08 pm","41 min"
"1. Seal Rows · Barbell · 10 reps"
#,KG,REPS
1,50,10
2,50,10
3,50,9
"2. Lat Pulldowns with Wide Overhand Grip · Cable · 10 reps"
#,KG,REPS
1,61,9
2,61,8
3,61,7
"3. ISO lateral high row · Machine · 8 reps"
#,KG,REPS
1,60,10
2,60,10
3,60,10
"4. Preacher Curls · Barbell · 12 reps · 1 dropset"
